id,date,type,item,source_article,source_sentence,meaning,usage,writing_value,tags,review_note,appear_count,last_seen
20260622-004,2026-06-22,单词,excuse,2026-06-22-2011-english-i-text-2.md,"Rather than cloaking his exit in the usual vague excuses, he came right out and said he was leaving “to pursue my goal of running a company.”",借口；理由,excuse 在本句中指离职时常见的模糊借口；注意复数 excuses。,一般,阅读高频|错句来源,excuse = 借口 / 理由；本句 vague excuses = 含糊的借口。,1,2026-06-22
20260622-005,2026-06-22,词组,come right out and say,2026-06-22-2011-english-i-text-2.md,"Rather than cloaking his exit in the usual vague excuses, he came right out and said he was leaving “to pursue my goal of running a company.”",直截了当地说；公开直接说出,come right out and say 强调不遮掩地直接说出真实想法；right out 加强“直接、毫不含糊”的语气。,一般,阅读高频|固定搭配|错句来源|态度表达,come right out and say = 直截了当地说 / 公开直接说出。,1,2026-06-22
20260622-006,2026-06-22,单词,broadcast,2026-06-22-2011-english-i-text-2.md,"Broadcasting his ambition was “very much my decision,” McGee says.",公开宣布；传播,broadcast 在本句中不是“广播节目”，而是“公开宣布/公开表明”自己的抱负。,一般,阅读高频|错句来源|态度表达,broadcast = 公开宣布 / 传播；Broadcasting his ambition = 公开表明自己的抱负。,1,2026-06-22
20260622-007,2026-06-22,词组,for the first time,2026-06-22-2011-english-i-text-2.md,"Within two weeks, he was talking for the first time with the board of Hartford Financial Services Group, which named him CEO and chairman on September 29.",首次；第一次,for the first time 是时间频次表达，修饰 was talking，表示首次与董事会交谈。,一般,阅读高频|固定搭配|错句来源,for the first time = 首次 / 第一次；不要只看 first。,1,2026-06-22
20260622-008,2026-06-22,熟词僻义,board,2026-06-22-2011-english-i-text-2.md,"Within two weeks, he was talking for the first time with the board of Hartford Financial Services Group, which named him CEO and chairman on September 29.",董事会,board 在公司机构语境中常指“董事会”，不是“木板”。,一般,阅读高频|熟词僻义|机构职务|错句来源,board = 董事会；公司语境中不要误译成“木板”。,1,2026-06-22
20260622-009,2026-06-22,句型,name sb + 职务,2026-06-22-2011-english-i-text-2.md,"Hartford Financial Services Group, which named him CEO and chairman on September 29.",任命某人为……,name sb CEO and chairman 中 name 是“任命”，him 是宾语，CEO and chairman 是宾语补足语。,一般,阅读高频|长难句结构|机构职务|错句来源,name sb + 职务 = 任命某人为某职务；注意 him 指被任命的人。,1,2026-06-22
20260622-010,2026-06-22,单词,arrogant,2026-06-22-2011-english-i-text-2.md,"[A] arrogant.",傲慢的；自大的,arrogant 是负面态度词；第 26 题中用于干扰 McGee 的坦率离职方式。,一般,阅读高频|题目定位|态度表达|错句来源,arrogant = 傲慢的 / 自大的；注意和 frank“坦率的”区分。,1,2026-06-22
20260622-011,2026-06-22,单词,impulsive,2026-06-22-2011-english-i-text-2.md,"[D] impulsive.",冲动的；一时冲动的,impulsive 表示冲动的，不是“从众”；第 26 题中与原文有计划的职业目标不符。,一般,阅读高频|题目定位|态度表达|错句来源,impulsive = 冲动的；不要误解成“从众”。,1,2026-06-22
20260622-012,2026-06-22,熟词僻义,position,2026-06-22-2011-english-i-text-2.md,"McGee says leaving without a position lined up gave him time to reflect on what kind of company he wanted to run.",职位；工作岗位,position 在本句是“职位/岗位”，不是空间上的“位置”。,一般,阅读高频|熟词僻义|错句来源|职场主题,position = 职位 / 岗位；职场语境中不要只译成“位置”。,1,2026-06-22
20260622-013,2026-06-22,词组,line up,2026-06-22-2011-english-i-text-2.md,"McGee says leaving without a position lined up gave him time to reflect on what kind of company he wanted to run.",安排好；准备好；落实好,line up 在 a position lined up 中表示“安排好/落实好”职位。,一般,阅读高频|固定搭配|错句来源|职场主题,a position lined up = 一个已经安排好的职位 / 找好的下家。,1,2026-06-22
20260622-014,2026-06-22,单词,aspiration,2026-06-22-2011-english-i-text-2.md,"It also sent a clear message to the outside world about his aspirations.",抱负；志向；强烈愿望,aspiration 在本句指 McGee 对未来职业发展的抱负/志向，不是普通“愿望”。,一般,阅读高频|错句来源|职场主题|抽象名词,aspiration = 抱负 / 志向；his aspirations = 他的职业抱负。,1,2026-06-22
20260622-015,2026-06-22,熟词僻义,post,2026-06-22-2011-english-i-text-2.md,"In recent weeks the No.2 executives at Avon and American Express quit with the explanation that they were looking for a CEO post.",职位；岗位,post 在本句指 CEO 职位，不是“帖子/邮政”。,一般,阅读高频|熟词僻义|错句来源|职场主题,post = 职位 / 岗位；a CEO post = 一个 CEO 职位。,1,2026-06-22
20260622-016,2026-06-22,词组,look for,2026-06-22-2011-english-i-text-2.md,"In recent weeks the No.2 executives at Avon and American Express quit with the explanation that they were looking for a CEO post.",寻找；寻求,look for 在本句表示寻找/寻求 CEO 职位。,一般,阅读高频|固定搭配|错句来源|职场主题,look for a post = 寻找一个职位 / 寻求一个岗位。,1,2026-06-22
20260622-017,2026-06-22,单词,scrutinize,2026-06-22-2011-english-i-text-2.md,"As boards scrutinize succession plans in response to shareholder pressure, executives who don’t get the nod also may wish to move on.",仔细审查；认真检查,scrutinize 在本句指董事会仔细审查继任计划。,一般,阅读高频|错句来源|职场主题,scrutinize = 仔细审查 / 认真检查。,1,2026-06-22
20260622-018,2026-06-22,词组,succession plans,2026-06-22-2011-english-i-text-2.md,"As boards scrutinize succession plans in response to shareholder pressure, executives who don’t get the nod also may wish to move on.",继任计划；接班安排,succession plans 指公司董事会审查的高层继任/接班计划。,一般,阅读高频|固定搭配|错句来源|职场主题,succession plans = 继任计划 / 接班安排。,1,2026-06-22
20260622-019,2026-06-22,单词,shareholder,2026-06-22-2011-english-i-text-2.md,"As boards scrutinize succession plans in response to shareholder pressure, executives who don’t get the nod also may wish to move on.",股东,shareholder pressure 指来自股东的压力。,一般,阅读高频|错句来源|职场主题|经济主题,shareholder = 股东；shareholder pressure = 股东压力。,1,2026-06-22
20260622-020,2026-06-22,词组,get the nod,2026-06-22-2011-english-i-text-2.md,"executives who don’t get the nod also may wish to move on",得到认可；获得首肯,get the nod 在本句指获得董事会点头认可/接班机会。,一般,阅读高频|固定搭配|错句来源|职场主题,get the nod = 得到认可 / 获得首肯。,1,2026-06-22
20260622-021,2026-06-22,词组,move on,2026-06-22-2011-english-i-text-2.md,"executives who don’t get the nod also may wish to move on",离开现职；另谋发展,move on 在本句不是泛泛“继续前进”，而是指离开现职位、另谋出路。,一般,阅读高频|固定搭配|错句来源|职场主题,move on = 离开现状 / 另谋发展；职场语境可译为“跳槽/离开”。,1,2026-06-22
20260622-022,2026-06-22,单词,senior,2026-06-22-2011-english-i-text-2.md,"A turbulent business environment also has senior managers cautious of letting vague pronouncements cloud their reputations.; a senior position",高级的；资深的,senior 在 senior managers / a senior position 中表示高级的/资深的，修饰人或职位。,一般,阅读高频|错句来源|职场主题,senior = 高级的 / 资深的；a senior position = 一个高级职位。,2,2026-06-22
20260622-023,2026-06-22,单词,cautious,2026-06-22-2011-english-i-text-2.md,"A turbulent business environment also has senior managers cautious of letting vague pronouncements cloud their reputations.",谨慎的；小心的,cautious 表示谨慎的/小心的，不是 curious“好奇的”。,一般,阅读高频|错句来源|易混表达,cautious = 谨慎的 / 小心的；注意和 curious“好奇的”区分。,1,2026-06-22
20260622-024,2026-06-22,单词,reputation,2026-06-22-2011-english-i-text-2.md,"A turbulent business environment also has senior managers cautious of letting vague pronouncements cloud their reputations.; [C] top performers care more about reputations.",声誉；名声,reputation 在文章和选项中都指职业声誉/名声；reputations 是复数形式。,一般,阅读高频|错句来源|职场主题,reputation = 声誉 / 名声；their reputations = 他们的声誉；care more about reputations = 更重视名声。,2,2026-06-22
20260622-025,2026-06-22,单词,cloud,2026-06-22-2011-english-i-text-2.md,"letting vague pronouncements cloud their reputations",使模糊；给……蒙上阴影；损害,cloud 在本句是动词，表示使声誉蒙上阴影/受损。,一般,阅读高频|熟词僻义|错句来源,cloud one's reputation = 给某人的声誉蒙上阴影 / 损害声誉。,1,2026-06-22
20260622-026,2026-06-22,句型,have sb adj of doing,2026-06-22-2011-english-i-text-2.md,"A turbulent business environment also has senior managers cautious of letting vague pronouncements cloud their reputations.",使某人处于某种状态,have senior managers cautious of doing 表示“使高级经理人对做某事保持谨慎”。,一般,阅读高频|长难句结构|错句来源,have sb adj of doing = 使某人对做某事保持某种状态；本句是 has senior managers cautious of letting...,1,2026-06-22
20260622-027,2026-06-22,句型,be cautious of + doing,2026-06-22-2011-english-i-text-2.md,"A turbulent business environment also has senior managers cautious of letting vague pronouncements cloud their reputations.",谨慎于；担心/不愿让某事发生,be cautious of + doing 表示对某动作保持谨慎；本句可理解为“不愿让含糊声明损害声誉”。,一般,阅读高频|长难句结构|固定搭配|错句来源,be cautious of + doing = 谨慎于 / 担心或不愿让 + 动名词短语发生。,1,2026-06-22
20260622-028,2026-06-22,词组,be spurred by,2026-06-22-2011-english-i-text-2.md,"According to Paragraph 2, senior executives’ quitting may be spurred by...",被……促使；受……推动；由……引发,be spurred by 是题干因果表达，表示某行为可能受某因素促使/推动。,一般,阅读高频|题目定位|固定搭配|错句来源,be spurred by = 被……促使 / 受……推动 / 由……引发。,1,2026-06-22
20260622-029,2026-06-22,单词,expectation,2026-06-22-2011-english-i-text-2.md,"[A] their expectation of better financial status.",期待；期望,expectation 在选项中表示对更好财务状况的期待。,一般,阅读高频|题目定位|错句来源,expectation = 期待 / 期望；their expectation of... = 他们对……的期待。,1,2026-06-22
20260622-030,2026-06-22,词组,private life,2026-06-22-2011-english-i-text-2.md,"[B] their need to reflect on their private life.",私人生活；个人生活,private life 指私人/个人生活，不是职业目标。,一般,阅读高频|题目定位|固定搭配|错句来源,private life = 私人生活 / 个人生活。,1,2026-06-22
20260622-031,2026-06-22,词组,strained relations with,2026-06-22-2011-english-i-text-2.md,"[C] their strained relations with the boards.",与……的紧张关系,strained relations with 表示与某方关系紧张。,一般,阅读高频|题目定位|固定搭配|错句来源,strained relations with = 与……的紧张关系；strained = 紧张的。,1,2026-06-22
20260622-032,2026-06-22,词组,first signs of recovery,2026-06-22-2011-english-i-text-2.md,"As the first signs of recovery begin to take hold, deputy chiefs may be more willing to make the jump without a net.",复苏的最初迹象；好转的初步迹象,first signs of recovery 指经济复苏/好转的初步迹象。,一般,阅读高频|固定搭配|错句来源|经济主题,first signs of recovery = 复苏的最初迹象 / 好转的初步迹象。,1,2026-06-22
